"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","name","alpha_2","alpha_3","country_code","iso_3166_2","region","sub_region","intermediate_region","region_code","sub_region_code","intermediate_region_code","Country","Value","COMPARABLE_SALARY"
"2023","SE","FT","Data Scientist","90700","USD","90700","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","90700"
"2023","SE","FT","Data Analyst","130000","USD","130000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130000"
"2023","SE","FT","Data Analyst","100000","USD","100000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","100000"
"2023","EN","FT","Applied Scientist","213660","USD","213660","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","213660"
"2023","EN","FT","Applied Scientist","130760","USD","130760","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130760"
"2023","SE","FT","Data Modeler","147100","USD","147100","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","147100"
"2023","SE","FT","Data Modeler","90700","USD","90700","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","90700"
"2023","SE","FT","Data Scientist","170000","USD","170000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","170000"
"2023","SE","FT","Data Scientist","150000","USD","150000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","MI","FT","Data Analyst","150000","USD","150000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","MI","FT","Data Analyst","110000","USD","110000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","110000"
"2023","SE","FT","Research Engineer","275000","USD","275000","DE","0","DE","M","Germany","DE","DEU","276","ISO 3166-2:DE","Europe","Western Europe","","150","155","","Germany","0.84","327381"
"2023","SE","FT","Research Engineer","174000","USD","174000","DE","0","DE","M","Germany","DE","DEU","276","ISO 3166-2:DE","Europe","Western Europe","","150","155","","Germany","0.84","207143"
"2023","SE","FT","Analytics Engineer","230000","USD","230000","GB","100","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","261364"
"2023","SE","FT","Analytics Engineer","143200","USD","143200","GB","100","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","162727"
"2023","SE","FT","Business Intelligence Engineer","225000","USD","225000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","225000"
"2023","SE","FT","Business Intelligence Engineer","156400","USD","156400","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","156400"
"2023","SE","FT","Machine Learning Engineer","200000","USD","200000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","200000"
"2023","SE","FT","Machine Learning Engineer","130000","USD","130000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130000"
"2023","SE","FT","Data Strategist","90000","USD","90000","CA","0","CA","M","Canada","CA","CAN","124","ISO 3166-2:CA","Americas","Northern America","","019","021","","Canada","0.93","96774"
"2023","SE","FT","Data Strategist","72000","USD","72000","CA","0","CA","M","Canada","CA","CAN","124","ISO 3166-2:CA","Americas","Northern America","","019","021","","Canada","0.93","77419"
"2023","SE","FT","Data Engineer","253200","USD","253200","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","253200"
"2023","SE","FT","Data Engineer","90700","USD","90700","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","90700"
"2023","SE","FT","Computer Vision Engineer","342810","USD","342810","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","342810"
"2023","SE","FT","Computer Vision Engineer","184590","USD","184590","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","184590"
"2023","MI","FT","Data Engineer","162500","USD","162500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","162500"
"2023","MI","FT","Data Engineer","130000","USD","130000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","130000"
"2023","MI","FT","Data Analyst","105380","USD","105380","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","105380"
"2023","MI","FT","Data Analyst","64500","USD","64500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","64500"
"2023","EN","FT","Data Quality Analyst","100000","USD","100000","NG","100","NG","L","Nigeria","NG","NGA","566","ISO 3166-2:NG","Africa","Sub-Saharan Africa","Western Africa","002","202","011","Nigeria","0.4","250000"
"2023","EN","FT","Compliance Data Analyst","30000","USD","30000","NG","100","NG","L","Nigeria","NG","NGA","566","ISO 3166-2:NG","Africa","Sub-Saharan Africa","Western Africa","002","202","011","Nigeria","0.4","75000"
"2022","MI","FT","Machine Learning Engineer","1650000","INR","20984","IN","50","IN","L","India","IN","IND","356","ISO 3166-2:IN","Asia","Southern Asia","","142","034","","India","0.3","69947"
"2023","EN","FT","Applied Scientist","204620","USD","204620","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","204620"
"2023","EN","FT","Applied Scientist","110680","USD","110680","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","110680"
"2023","SE","FT","Data Engineer","270703","USD","270703","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","270703"
"2023","SE","FT","Data Engineer","221484","USD","221484","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","221484"
"2023","SE","FT","Data Scientist","212750","USD","212750","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","212750"
"2023","SE","FT","Data Scientist","185000","USD","185000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185000"
"2023","SE","FT","Data Scientist","262000","USD","262000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","262000"
"2023","SE","FT","Data Scientist","245000","USD","245000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","245000"
"2023","SE","FT","Data Scientist","275300","USD","275300","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","275300"
"2023","SE","FT","Data Scientist","183500","USD","183500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","183500"
"2023","SE","FT","Data Scientist","218500","USD","218500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","218500"
"2023","SE","FT","Data Scientist","199098","USD","199098","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","199098"
"2023","SE","FT","Data Engineer","203300","USD","203300","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","203300"
"2023","SE","FT","Data Engineer","123600","USD","123600","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","123600"
"2023","SE","FT","Research Engineer","189110","USD","189110","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","189110"
"2023","SE","FT","Research Engineer","139000","USD","139000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","139000"
"2023","EX","FT","Data Scientist","258750","USD","258750","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","258750"
"2023","EX","FT","Data Scientist","185000","USD","185000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185000"
"2023","SE","FT","Data Engineer","231500","USD","231500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","231500"
"2023","SE","FT","Data Engineer","166000","USD","166000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","166000"
"2023","SE","FT","Data Scientist","172500","USD","172500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","172500"
"2023","SE","FT","Data Scientist","110500","USD","110500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","110500"
"2023","SE","FT","Data Engineer","238000","USD","238000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","238000"
"2023","SE","FT","Data Engineer","176000","USD","176000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","176000"
"2023","SE","FT","Data Engineer","237000","USD","237000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","237000"
"2023","SE","FT","Data Engineer","201450","USD","201450","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","201450"
"2023","SE","FT","Applied Scientist","309400","USD","309400","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","309400"
"2023","SE","FT","Applied Scientist","159100","USD","159100","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","159100"
"2023","SE","FT","Data Engineer","115000","USD","115000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","115000"
"2023","SE","FT","Data Engineer","81500","USD","81500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","81500"
"2023","SE","FT","Data Scientist","237000","USD","237000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","237000"
"2023","SE","FT","Data Scientist","201450","USD","201450","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","201450"
"2023","SE","FT","Computer Vision Engineer","280000","USD","280000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","280000"
"2023","SE","FT","Computer Vision Engineer","210000","USD","210000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","210000"
"2023","SE","FT","Data Architect","280100","USD","280100","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","280100"
"2023","SE","FT","Data Architect","168100","USD","168100","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","168100"
"2023","SE","FT","Data Engineer","193500","USD","193500","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","193500"
"2023","SE","FT","Data Engineer","139000","USD","139000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","139000"
"2023","SE","FT","Machine Learning Engineer","150000","USD","150000","PT","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","MI","FT","Applied Machine Learning Engineer","65000","EUR","69751","IN","100","DE","S","Germany","DE","DEU","276","ISO 3166-2:DE","Europe","Western Europe","","150","155","","Germany","0.84","83037"
"2022","EN","FT","AI Developer","300000","USD","300000","IN","50","IN","L","India","IN","IND","356","ISO 3166-2:IN","Asia","Southern Asia","","142","034","","India","0.3","1000000"
"2023","MI","FT","Machine Learning Engineer","90000","EUR","96578","NL","100","NL","L","Netherlands","NL","NLD","528","ISO 3166-2:NL","Europe","Western Europe","","150","155","","Netherlands","0.88","109748"
"2023","SE","FT","Business Intelligence Engineer","185900","USD","185900","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185900"
"2023","SE","FT","Business Intelligence Engineer","129300","USD","129300","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","129300"
"2023","SE","FT","Data Engineer","225000","USD","225000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","225000"
"2023","SE","FT","Data Engineer","175000","USD","175000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","175000"
"2023","SE","FT","Data Engineer","185000","USD","185000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185000"
"2023","SE","FT","Data Engineer","140000","USD","140000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","140000"
"2023","SE","FT","Data Scientist","45000","EUR","48289","ES","0","ES","M","Spain","ES","ESP","724","ISO 3166-2:ES","Europe","Southern Europe","","150","039","","Spain","0.72","67068"
"2023","SE","FT","Data Scientist","36000","EUR","38631","ES","0","ES","M","Spain","ES","ESP","724","ISO 3166-2:ES","Europe","Southern Europe","","150","039","","Spain","0.72","53654"
"2023","SE","FT","Data Scientist","105000","USD","105000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","105000"
"2023","SE","FT","Data Scientist","70000","USD","70000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","EN","FT","Machine Learning Engineer","163196","USD","163196","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","163196"
"2023","EN","FT","Machine Learning Engineer","145885","USD","145885","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","145885"
"2023","SE","FT","Data Engineer","217000","USD","217000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","217000"
"2023","SE","FT","Data Engineer","185000","USD","185000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185000"
"2023","SE","FT","Data Analyst","202800","USD","202800","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","202800"
"2023","SE","FT","Data Analyst","104300","USD","104300","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","104300"
"2023","SE","FT","Data Analyst","145000","USD","145000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","145000"
"2023","SE","FT","Data Analyst","65000","USD","65000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","65000"
"2023","SE","FT","Data Engineer","165000","USD","165000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","165000"
"2023","SE","FT","Data Engineer","132300","USD","132300","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","132300"
"2023","SE","FT","Data Engineer","179170","USD","179170","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","179170"
"2023","SE","FT","Data Engineer","94300","USD","94300","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","94300"
"2023","SE","FT","Analytics Engineer","152500","USD","152500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","152500"
"2023","SE","FT","Analytics Engineer","116450","USD","116450","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","116450"
"2023","SE","FT","Data Engineer","247300","USD","247300","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","247300"
"2023","SE","FT","Data Engineer","133800","USD","133800","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","133800"
"2023","SE","FT","Research Engineer","203000","USD","203000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","203000"
"2023","SE","FT","Research Engineer","133000","USD","133000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","133000"
"2023","EN","FT","Research Scientist","220000","USD","220000","US","50","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","220000"
"2022","EN","FT","Machine Learning Engineer","54000","CHF","56536","CH","100","CH","S","Switzerland","CH","CHE","756","ISO 3166-2:CH","Europe","Western Europe","","150","155","","Switzerland","1.21","46724"
"2023","SE","FT","Data Scientist","150000","USD","150000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","150000"
"2023","SE","FT","Data Scientist","120000","USD","120000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","120000"
"2023","SE","FT","Analytics Engineer","289800","USD","289800","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","289800"
"2023","SE","FT","Analytics Engineer","214000","USD","214000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","214000"
"2023","SE","FT","Analytics Engineer","179820","USD","179820","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","179820"
"2023","SE","FT","Analytics Engineer","143860","USD","143860","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","143860"
"2023","SE","FT","Machine Learning Engineer","283200","USD","283200","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","283200"
"2023","SE","FT","Machine Learning Engineer","188800","USD","188800","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","188800"
"2023","SE","FT","Analytics Engineer","289800","USD","289800","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","289800"
"2023","SE","FT","Analytics Engineer","214200","USD","214200","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","214200"
"2023","SE","FT","Data Engineer","185900","USD","185900","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","185900"
"2023","SE","FT","Data Engineer","129300","USD","129300","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","129300"
"2023","SE","FT","Data Engineer","252000","USD","252000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","252000"
"2023","SE","FT","Data Engineer","129000","USD","129000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","129000"
"2023","MI","FT","Data Analytics Manager","155000","USD","155000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","155000"
"2023","MI","FT","Data Analytics Manager","140000","USD","140000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","140000"
"2023","SE","FT","Data Engineer","161800","USD","161800","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","161800"
"2023","SE","FT","Data Engineer","141600","USD","141600","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","141600"
"2023","SE","FT","Machine Learning Engineer","342300","USD","342300","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","342300"
"2023","SE","FT","Machine Learning Engineer","176100","USD","176100","US","0","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","176100"
"2023","MI","FT","Data Engineer","100000","USD","100000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","100000"
"2023","MI","FT","Data Engineer","70000","USD","70000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","EN","FT","Data Engineer","85000","USD","85000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","85000"
"2023","EN","FT","Data Engineer","65000","USD","65000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","65000"
"2023","SE","FT","Data Scientist","138784","USD","138784","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","138784"
"2023","SE","FT","Data Scientist","83270","USD","83270","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","83270"
"2023","EN","FT","Data Analyst","75000","USD","75000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","75000"
"2023","EN","FT","Data Analyst","70000","USD","70000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","SE","FT","Data Analyst","204500","USD","204500","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","204500"
"2023","SE","FT","Data Analyst","138900","USD","138900","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","138900"
"2023","SE","FT","Machine Learning Engineer","318300","USD","318300","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","318300"
"2023","SE","FT","Machine Learning Engineer","212200","USD","212200","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","212200"
"2023","SE","FT","Data Engineer","95000","USD","95000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","95000"
"2023","SE","FT","Data Engineer","75000","USD","75000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","75000"
"2023","SE","FT","Data Scientist","195000","USD","195000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","195000"
"2023","SE","FT","Data Scientist","160000","USD","160000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","160000"
"2023","SE","FT","Analytics Engineer","230000","USD","230000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","230000"
"2023","SE","FT","Analytics Engineer","143200","USD","143200","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","143200"
"2023","MI","FT","Data Engineer","100000","USD","100000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","100000"
"2023","MI","FT","Data Engineer","70000","USD","70000","US","100","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","70000"
"2023","MI","FT","Business Data Analyst","105000","USD","105000","US","50","US","L","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","105000"
"2023","MI","FT","Applied Data Scientist","1700000","INR","20670","IN","100","IN","L","India","IN","IND","356","ISO 3166-2:IN","Asia","Southern Asia","","142","034","","India","0.3","68900"
"2023","MI","FT","Data Analyst","38000","GBP","46178","GB","0","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","52475"
"2023","MI","FT","Data Analyst","35000","GBP","42533","GB","0","GB","M","United Kingdom of Great Britain and Northern Ireland","GB","GBR","826","ISO 3166-2:GB","Europe","Northern Europe","","150","154","","United Kingdom of Great Britain and Northern Ireland","0.88","48333"
"2023","SE","FT","Data Engineer","145000","USD","145000","US","0","US","M","United States of America","US","USA","840","ISO 3166-2:US","Americas","Northern America","","019","021","","United States of America","1","145000"
